,adaptation,avg_isi,electrode_0_pa,f_i_curve_slope,fast_trough_t_long_square,fast_trough_t_ramp,fast_trough_t_short_square,fast_trough_v_long_square,fast_trough_v_ramp,fast_trough_v_short_square,has_burst,has_delay,has_pause,id,input_resistance_mohm,latency,peak_t_long_square,peak_t_ramp,peak_t_short_square,peak_v_long_square,peak_v_ramp,peak_v_short_square,rheobase_sweep_id,rheobase_sweep_number,ri,sag,seal_gohm,slow_trough_t_long_square,slow_trough_t_ramp,slow_trough_t_short_square,slow_trough_v_long_square,slow_trough_v_ramp,slow_trough_v_short_square,specimen_id,tau,threshold_i_long_square,threshold_i_ramp,threshold_i_short_square,threshold_t_long_square,threshold_t_ramp,threshold_t_short_square,threshold_v_long_square,threshold_v_ramp,threshold_v_short_square,thumbnail_sweep_id,trough_t_long_square,trough_t_ramp,trough_t_short_square,trough_v_long_square,trough_v_ramp,trough_v_short_square,upstroke_downstroke_ratio_long_square,upstroke_downstroke_ratio_ramp,upstroke_downstroke_ratio_short_square,vm_for_sag,vrest
1266,0.011739926968,37.1746153846,0.2975000888,0.4016,1.102,4.46286,1.024155,-61.7500038147,-58.0000038147,-62.1171894073,False,False,False,504612125,407.429664,0.0149,1.1009,4.4618,1.023155,27.875,30.5625019073,35.2812519073,504609430,72,525.000452995,0.0300615541637,2.34981632,,,1.391435,,,-60.765627861,504608602,37.9927690264,50.0,86.0,280.0,1.10048,4.46134,1.022765,-41.0,-32.0312538147,-44.5000019073,504609292,1.1021,4.46292,1.024245,-61.8437538147,-58.0937538147,-62.2421894073,1.69816055791,1.42362281024,1.76712980517,-80.1875076294,-63.0599975586
1267,0.0961140510682,126.522857143,-62.4074958377,0.178292682927,1.12848,5.13136,1.02552666667,-49.21875,-50.9687525431,-51.7968781789,False,False,False,569865863,133.84024,0.04152,1.12606,5.12884666667,1.02338333333,48.5,46.875,46.729168574,569857662,44,156.250029802,0.231348827481,1.728274304,,5.16399333333,,,-53.8125038147,,569849591,23.9915613276,70.0,102.708333333,530.0,1.12554,5.12832,1.02292333333,-38.59375,-40.8125,-44.6093781789,569857689,1.18624,5.16399333333,1.12109333333,-54.8125038147,-53.8125038147,-64.9947942098,4.16842721513,4.27934390356,3.93795783721,-82.1562576294,-63.9925842285
1268,,18.12,10.9700000819,0.0319881894459,1.04882,,1.024588,-64.125,,-64.6937530518,False,False,False,503886988,208.73848,0.01342,1.04766,,1.023464,30.8750019073,,33.4687515259,503877153,41,182.03124404,0.0237182825804,1.544694016,,,1.544156,,,-69.0625045776,503866640,22.9331931939,140.0,,460.0,1.04726,,1.023088,-39.9062538147,,-45.9125022888,503877135,1.04888,,1.544156,-64.25,,-69.0625045776,1.86135758292,,1.9433968674,-88.5,-68.2196350098
1269,0.00099627167482,19.362254902,-33.4762460807,0.772348471327,1.09425,8.71885,1.023793,-58.0312538147,-56.739587148,-61.5750030518,False,False,False,487427756,136.727376,0.01057,1.09349,8.71807166667,1.022976,19.0000019073,19.7708346049,19.7687511444,487415213,33,145.625039935,0.0118438089266,2.251376384,,,1.454521,,,-70.1562530518,487405644,6.39964367375,190.0,192.458333333,430.000030518,1.09319,8.71775666667,1.022709,-34.15625,-33.1354192098,-40.7687515259,487415219,1.094335,8.71891333333,1.454521,-58.15625,-56.8541679382,-70.1562530518,1.27206981778,1.26660975373,1.40437055247,-85.4687576294,-69.5901260376
1270,-0.00271168534922,44.9438095238,-25.627500122,0.346889400922,1.90974,4.77888,1.02584,-52.1875038147,-50.4791704814,-53.770837148,False,False,False,526875715,189.116288,0.03218,1.9067,4.77569333333,1.02334,22.9375,25.0208352407,26.8020839691,526817657,38,185.937389731,0.131265103817,1.276100096,1.91762,4.78561333333,1.4344,-55.7187538147,-53.1770858765,-69.2187525431,526801742,9.68009213786,80.0,93.8333333333,440.0,1.90622,4.77519333333,1.02294666667,-37.5937538147,-36.4375025431,-41.1041692098,526817645,1.91762,4.78561333333,1.4344,-55.7187538147,-53.1770858765,-69.2187525431,2.86643668748,3.06996365878,2.52901753568,-88.6250076294,-68.262878418
1271,0.0132166141318,30.8180645161,-4.08249952941,0.497098214286,1.08152,3.47488,1.027504,-47.6875,-45.239587148,-54.4750015259,False,False,False,475623251,225.786848,0.013345,1.079175,3.47216,1.023314,18.15625,22.9583346049,22.5437511444,475622956,39,245.312616229,0.127577275038,1.314345856,1.09127,3.488155,1.178301,-51.6875,-49.9479192098,-69.2937515259,475622680,10.5710721789,50.0,61.2916666667,240.000015259,1.07878,3.471735,1.022992,-42.6250038147,-37.8020858765,-44.2312530518,475622938,1.09127,3.488155,1.178301,-51.6875,-49.9479192098,-69.2937530518,2.99727949577,3.32071993639,3.01643670333,-96.5,-68.3804779053
1272,0.0142793479805,59.558125,-6.12812448356,0.230699494849,1.093855,4.50426166667,1.02488625,-47.625,-49.5312525431,-51.4921884537,False,False,False,471140902,206.28736,0.0368,1.09211,4.50249,1.0233975,34.6562538147,36.0104179382,32.2812519073,471138387,36,127.34374404,0.178190752864,1.101763584,1.13142,4.54995666667,1.51030375,-53.5000038147,-55.6250025431,-70.5937538147,471131311,13.1647589759,110.0,87.0416666667,760.0,1.091725,4.50209333333,1.02305375,-38.6562538147,-40.3333346049,-46.2656259537,471138391,1.13142,4.54995666667,1.51030375,-53.5000038147,-55.6250025431,-70.5937538147,3.00764127377,2.99701624486,2.8708313483,-83.875,-69.2325592041
1273,,65.57,11.2087492066,0.149909428297,1.106895,5.59252,1.025186,-50.0625038147,-49.6666679382,-53.8562515259,False,False,False,485355768,176.982464,0.0325,1.104875,5.59059666667,1.023485,47.21875,47.8020833333,46.6875022888,485347624,36,165.625080466,0.151450797915,2.19193472,1.1265,5.61770333333,1.255866,-54.3437538147,-54.5729204814,-76.0625,485339983,14.2321915753,110.0,114.208328247,630.0,1.104375,5.590075,1.023069,-38.03125,-37.2604204814,-47.6625030518,485347628,1.1265,5.61770333333,1.255866,-54.3437538147,-54.5729204814,-76.0625030518,3.0888827934,2.81048706629,3.44103263923,-94.4375,-75.5698242188
1274,0.0135801059056,50.5968421053,-27.8424991396,0.281939180959,1.11174,8.70295333333,1.02492,-50.875,-51.1875025431,-54.7500038147,False,False,False,509714789,162.640992,0.02484,1.11038,8.70164,1.02356,34.15625,37.6458358765,33.1250038147,509681878,38,99.2187485099,0.0159010402858,1.698304256,1.12134,8.71445333333,1.76948,-49.0937538147,-48.6562538147,-70.90625,501845152,10.0980062674,150.0,192.041666667,0.0,1.10988,8.70114,1.02312,-34.3437538147,-33.6041679382,-43.5000038147,509681882,1.11182,8.70302,1.76948,-50.9375038147,-51.2500012716,-70.90625,2.02526546006,1.96912593432,2.17193392506,-78.6562576294,-70.6880569458
1275,0.113162866645,57.6975,-21.3849996739,0.225714285714,1.151055,5.15984666667,1.0252725,-57.3750038147,-57.958337148,-62.2656259537,False,False,False,464349101,193.912288,0.032215,1.149355,5.15796,1.02370875,21.875,27.6354173024,23.0625009537,396377237,43,199.375003576,0.100278250873,2.085048832,,5.16718833333,1.6648775,,-58.8125025431,-77.5625019073,324466858,23.8657965927,130.0,103.458333333,680.0,1.14882,5.15741833333,1.02322625,-44.75,-42.8958333333,-52.0234394073,396377241,1.15136,5.16718833333,1.6648775,-57.5312538147,-58.8125025431,-77.5625019073,2.27591865723,2.47226915682,2.08115117527,-100.03125,-77.7931594849
