,average_bifurcation_angle_local,average_bifurcation_angle_remote,average_contraction,average_diameter,average_fragmentation,average_parent_daughter_ratio,hausdorff_dimension,id,max_branch_order,max_euclidean_distance,max_path_distance,neuron_reconstruction_type,number_bifurcations,number_branches,number_nodes,number_stems,number_tips,overall_depth,overall_height,overall_width,scale_factor_x,scale_factor_y,scale_factor_z,soma_surface,specimen_id,total_length,total_surface,total_volume
0,80.813761926,,0.867569581227,0.413841949595,66.15625,0.784639860384,,492413664,10.0,571.166055956,668.906468365,dendrite-only,16,42,2446,10,26,70.8467,682.624288998,244.257428059,0.1144,0.1144,0.28,210.391018941,478586295,2759.19905626,3589.99622343,420.022012302
1,67.3562815523,,0.824509475896,0.633239911013,117.166666667,0.919826665604,,601947643,10.0,701.99152404,887.354458722,full,21,47,5220,5,26,146.72,1010.00911003,582.678686976,0.1144,0.1144,0.28,583.187559809,542137330,6358.61831636,12858.6036525,2356.09207008
2,73.2752756863,,0.855331758607,0.727657524725,88.4431818182,0.99186886346,,606834771,10.0,524.667463619,597.772853679,full,44,94,7888,6,50,161.28,682.474866832,504.325303543,0.1144,0.1144,0.28,729.480151942,571624532,9306.13742879,21322.5458515,4499.40552081
3,68.3108088689,,0.865620032659,0.440604859387,43.3026315789,0.852728736384,,510985337,8.0,415.267690777,456.250347059,dendrite-only,38,85,3435,9,47,56.2136,468.37627493,364.174878235,0.1144,0.1144,0.28,298.43741388,490205998,3966.15397089,5477.61163168,688.346936935
4,71.8978327992,,0.865789518404,0.638145399913,46.7948717949,0.848166751158,,492413246,6.0,408.488314226,423.379221605,dendrite-only,20,44,1854,4,24,96.4748,457.586140801,242.191760825,0.1144,0.1144,0.28,332.753084825,469793303,2204.33031204,4393.34343667,785.358490693
5,70.5830511675,,0.909319435215,0.216744323142,47.8571428571,0.864326942233,,491253825,5.0,267.870969852,271.405724589,dendrite-only,14,35,1573,7,21,60.5338,344.567597772,239.147640768,0.1144,0.1144,0.28,112.186996874,318733871,1793.1417604,1224.88371527,75.2115752341
6,76.2355969281,,0.896847908861,0.296900223857,39.125,0.914960749539,,491771423,5.0,405.20573667,410.501655811,dendrite-only,36,81,2988,9,45,59.8746,518.203245111,271.441716433,0.1144,0.1144,0.28,341.501045629,479010903,3450.780253,3219.53362649,255.483324353
7,67.7991897121,,0.911508848203,0.522215910953,38.4714285714,0.899777450851,,500961566,8.0,436.18238643,463.948704756,dendrite-only,35,78,2909,8,43,86.8451,564.383336673,207.215958529,0.1144,0.1144,0.28,321.041014878,486146717,3484.94429031,5736.12607853,912.065811274
8,74.979376166,,0.893100828014,0.588264855224,92.7011494253,0.97995493932,,562232587,10.0,575.554244818,623.214668894,full,44,96,8178,8,52,102.9476,779.198828332,414.866567717,0.1144,0.1144,0.28,569.625254129,537266147,9400.4999478,17380.642194,2829.72667475
9,74.4192483402,,0.902208848036,0.451402679852,58.5306122449,0.94062421971,,605871360,13.0,462.709209068,577.640215671,full,25,55,3201,5,30,103.04,628.666557084,423.193865897,0.1144,0.1144,0.28,520.29772556,571429412,4007.95604859,5728.96958416,699.917668667
10,73.8722337323,,0.874672924312,0.546976054792,76.1513157895,0.956689341426,,569858706,14.0,475.161802815,550.903175416,full,77,165,11719,11,88,142.3293,676.653102637,463.585506482,0.1144,0.1144,0.28,858.38196787,548440226,13625.3997897,23749.6281152,3614.14758963
11,73.9912822586,,0.745981200537,0.73989942047,65.78,0.976908631902,,601947568,5.0,247.239911904,293.512711166,full,25,54,3302,4,29,96.0338,411.391363187,252.252569132,0.1144,0.1144,0.28,870.545724747,571700636,3883.02953304,9302.60429205,2028.83524328
12,68.6092510174,,0.897604382448,0.133801365286,36.7346938776,0.823435200117,,495337161,7.0,184.041995736,211.36752495,dendrite-only,25,58,1946,8,33,59.3832,321.667155596,205.147549303,0.1144,0.1144,0.28,77.874054188,482644550,2242.48402649,946.825067378,33.0401555632
13,56.0750965711,,0.899983309538,0.415032130071,41.7272727273,0.821937993933,,491253836,5.0,318.040615933,341.189667773,dendrite-only,22,49,1921,5,27,69.7356,420.655834558,259.355807017,0.1144,0.1144,0.28,348.121157639,473611755,2189.54286414,2862.12923351,349.002428784
14,84.5930075617,,0.905888934855,0.28134672398,73.375,0.848885148599,,492100996,2.0,316.828921251,347.836188609,dendrite-only,12,30,1820,6,18,35.7429,392.755055826,452.123122638,0.1144,0.1144,0.28,374.580987654,482516631,2010.26023767,1779.68631119,132.69586498
15,65.5526576749,,0.892274924527,0.593700363974,89.1574074074,0.993880011099,,563818992,13.0,590.399353301,670.68177748,full,55,117,9830,7,62,147.8215,761.623123302,512.330550097,0.1144,0.1144,0.28,463.318089833,537297470,11663.0761808,22194.8010084,3940.48182531
16,66.5346483701,,0.913226041252,0.284907966165,40.359375,0.841556916181,,496079611,7.0,500.073477375,530.946236246,dendrite-only,31,76,2811,12,44,124.5631,619.292197065,267.358330545,0.1144,0.1144,0.28,350.250024855,483068687,3248.9971998,2911.72371393,217.750585746
17,60.8834949991,,0.809299382975,0.893204963599,76.2976190476,0.988117020404,,556380170,10.0,389.401972546,536.358881786,full,43,92,6565,6,49,138.2268,468.509674444,549.684530102,0.1144,0.1144,0.28,1004.58962987,508298270,8234.59962331,25338.7393151,7924.62268707
18,71.1255444233,,0.904668277269,0.325294283307,44.7678571429,0.900430497311,,508278896,8.0,375.421894988,413.35768961,dendrite-only,29,64,2566,6,35,146.3468,481.843412,184.594824949,0.1144,0.1144,0.28,149.289005748,486560376,3043.28002432,3100.64588358,301.904655231
19,73.4775379813,,0.934981850577,0.267391702848,57.78125,0.790549896936,,491120133,4.0,377.284767263,391.70161001,dendrite-only,16,36,1897,4,20,91.3063,433.32537011,346.494228011,0.1144,0.1144,0.28,239.086091148,330080937,2251.64279593,1889.34166324,143.157204925
20,69.3313923439,,0.895924797291,0.600211456482,110.775510204,0.995622399702,,603514391,5.0,465.974339595,600.28683188,full,25,54,5465,4,29,171.1234,689.052512523,308.317987504,0.1144,0.1144,0.28,560.507819956,545604343,6425.10264645,12253.2261404,2061.15561535
21,68.5037706847,,0.817891692759,0.416769314882,83.4772727273,1.0,,605851449,10.0,572.845019246,632.948444372,full,22,47,3725,3,25,140.56,684.039993266,324.138030608,0.1144,0.1144,0.28,166.634714878,569107566,4400.48172535,5762.08628546,637.290194204
22,76.5820485916,,0.856002366357,0.384290422712,38.4175824176,0.81445980645,,491119500,7.0,463.957911725,584.383646863,dendrite-only,46,104,3784,12,58,82.1993,589.271129384,293.462325909,0.1144,0.1144,0.28,713.742755076,320668879,4245.15615583,5137.65524603,526.758471196
23,69.9519294105,,0.905257202605,0.397360751296,40.3,0.897160180648,,496123846,9.0,494.313093937,534.833249095,dendrite-only,35,79,3023,9,44,115.0458,599.20015553,261.475923964,0.1144,0.1144,0.28,323.79156779,487601493,3489.18156444,4354.0592132,516.373965185
24,75.7097010047,,0.889007705223,0.31041191884,33.1228070175,0.962520827112,,492413294,5.0,312.763491661,335.097447403,dendrite-only,29,64,2090,6,35,63.6423,376.468330817,226.763633263,0.1144,0.1144,0.28,178.594944494,354833767,2482.85314836,2430.90030962,214.074138868
25,74.1824590196,,0.861526647441,0.307261957911,47.5652173913,0.865827851819,,491770708,5.0,208.960394508,227.961614494,dendrite-only,23,50,2306,4,27,59.36,279.556465523,327.556839068,0.1144,0.1144,0.28,356.497533657,473540161,2388.86741535,2324.83825701,191.610570786
26,61.5517371472,,0.927782451636,0.305662036609,37.7037037037,0.908285296038,,491119381,6.0,221.693929687,224.38848139,full,27,56,2075,2,29,51.3383,416.771188482,156.100914437,0.1144,0.1144,0.28,514.9765515,475623964,2375.03830036,2283.84954071,178.992874907
27,79.0386827941,,0.887830001299,0.382913951756,64.9142857143,0.997808412735,,601946464,4.0,313.106693737,330.0846642,full,18,42,2434,6,24,46.0321,422.75671673,176.149696136,0.1144,0.1144,0.28,253.702340321,571718621,2786.76489898,3355.38243739,322.533383286
28,77.5161240876,,0.915503165909,0.159673106616,43.6285714286,0.871364605905,,496079599,5.0,194.93816748,222.084596553,dendrite-only,18,42,1711,6,24,50.6965,370.331725556,210.353828462,0.1144,0.1144,0.28,165.785221052,484635029,1957.07547255,983.087036438,40.6402077919
29,58.9236591356,,0.826253692719,0.621294951478,121.653846154,0.932800601164,,599474706,10.0,962.800999583,981.33996803,full,26,58,6407,6,32,117.4544,1219.96233669,458.320202687,0.1144,0.1144,0.28,663.255653225,569818704,7567.64549634,15277.5820146,3156.10744081
30,68.4048911064,,0.907876953749,0.415121325529,36.4838709677,0.863328765041,,508279020,18.0,599.463364405,744.97500415,dendrite-only,62,131,4628,7,69,161.546,685.358808222,379.733495908,0.1144,0.1144,0.28,225.868123619,485838981,5521.22164896,7162.92010867,911.952606924
31,73.6582573379,,0.873849335117,0.625961866868,74.6271186441,0.98181568386,,605871474,11.0,591.633247947,649.512556428,full,59,123,8873,5,64,142.7,753.184620798,615.126148203,0.1144,0.1144,0.28,1230.95060351,571666289,10363.753076,20446.4970876,3566.06617792
32,76.6254835849,,0.88206106305,0.158343241642,36.0112359551,0.880787159401,,491770985,17.0,607.628496952,698.553783587,dendrite-only,45,96,3270,6,51,168.28,711.65650712,234.700558765,0.1144,0.1144,0.28,133.77920203,480351780,3911.23313918,1943.21358151,74.2893507595
33,80.0851274926,,0.86457159853,0.344911025507,57.5,0.91802385726,,541532414,14.0,637.777344789,661.146994143,dendrite-only,25,56,2951,6,31,176.4,717.565681919,299.72796807,0.1144,0.1144,0.28,161.412408309,501841672,3534.95811273,3784.71519233,378.721032506
34,77.2097456303,,0.90429683295,0.401908886782,41.7906976744,0.830565646282,,491771409,9.0,581.388354811,637.830636161,dendrite-only,43,88,3607,2,45,96.7767,849.470383528,363.469221171,0.1144,0.1144,0.28,134.661062018,478110866,4064.89723994,5143.15401464,572.744400373
35,78.8224702411,,0.88514448902,0.44272857441,41.7333333333,0.863817386255,,491119699,6.0,274.908817587,299.36194424,dendrite-only,30,67,2756,7,37,93.0224,434.739906496,266.697417564,0.1144,0.1144,0.28,505.926335273,321707905,3127.08691771,4362.47433491,523.931980866
36,69.9227976639,,0.895703851814,0.267224665401,52.8947368421,0.967835963308,,492414382,6.0,355.497624543,420.998857483,dendrite-only,19,42,2155,4,23,89.8862,470.844133881,265.6804498,0.1144,0.1144,0.28,319.458815028,482516216,2532.27498006,2125.04277674,146.354741767
37,75.8535791078,,0.866558361904,0.387949639345,49.4807692308,0.790383740046,,541514429,17.0,869.902330231,921.31165631,dendrite-only,26,59,2848,7,33,53.2,939.829551071,184.099741341,0.1144,0.1144,0.28,213.100940535,509003464,3252.06121267,3970.72125486,473.994642114
38,60.3892788333,,0.831082439788,0.669278369147,87.48,1.0,,605857665,11.0,610.174004959,717.781113604,full,25,53,4408,3,28,145.3046,819.535621074,349.294478988,0.1144,0.1144,0.28,193.558514099,569100745,5182.60645679,10899.6984389,1920.09285768
39,82.047123499,,0.892181738295,0.205062291495,34.8571428571,0.949429124951,,491119960,5.0,211.920167386,272.827529856,dendrite-only,21,46,1527,4,25,94.0014,267.295464543,174.411196481,0.1144,0.1144,0.28,159.286119807,475622680,1782.52892902,1148.41728989,62.0748542202
40,61.6829612428,,0.855340759492,0.458228705681,43.7297297297,0.796809984622,,491253895,5.0,330.5658838,352.858743442,dendrite-only,19,41,1642,3,22,51.8112,395.41947566,228.581187093,0.1144,0.1144,0.28,243.086891302,469704261,1690.18831934,2454.2653183,324.899009364
41,74.3340164436,,0.844318420889,0.672509828682,106.705882353,0.999763109991,,571972079,8.0,410.052716646,465.530489058,full,17,38,3716,4,21,121.3134,804.441266791,417.960474166,0.1144,0.1144,0.28,714.181089605,531520637,4428.04393995,9406.49602519,1718.87105855
42,78.8671823708,,0.896025951806,0.558034792977,85.880952381,0.995728196198,,606347920,11.0,671.73440351,719.513969203,full,21,46,3660,4,25,143.276,876.5799669,382.059020543,0.1144,0.1144,0.28,317.857089536,542143598,4272.81625926,7536.11419973,1099.21140829
43,78.4763004,,0.908627259655,0.517908408093,77.1973684211,1.0,,606347962,8.0,323.420632608,374.498494184,full,38,83,6064,7,45,114.5827,618.590663384,431.708493698,0.1144,0.1144,0.28,498.666363428,571527806,6975.45965927,11357.1306713,1571.28612766
44,84.6377978804,,0.879723188243,0.554411548627,18.8636363636,0.992312560643,,610846749,5.0,69.1131215338,105.067077082,full,11,26,442,4,15,31.3446,54.6078382282,109.674232686,0.1144,0.1144,0.28,306.23751777,595568262,520.171366182,925.079512054,138.740577645
45,73.4173502277,,0.812881099945,0.318870012273,46.25,0.719981883284,,543105997,13.0,400.560883686,465.966551254,dendrite-only,22,50,2165,6,28,85.9494,486.282688742,202.605166261,0.1144,0.1144,0.28,90.0681394447,522152249,2622.85897356,2637.47028843,225.489663321
46,61.2194770285,,0.896614331833,0.428514791755,43.03125,0.77826240261,,491253802,5.0,338.158660522,352.750341481,dendrite-only,34,75,2826,7,41,80.7805,422.751970191,239.33833649,0.1144,0.1144,0.28,374.644054999,469798159,3363.13230364,4553.34933435,602.936646107
47,77.6799489805,,0.895664349118,0.488865273096,48.0277777778,0.928509892774,,496001072,5.0,334.170810042,347.350029867,dendrite-only,18,42,1797,6,24,52.7875,406.386369573,236.976305129,0.1144,0.1144,0.28,522.952355726,479013100,2067.80544459,3180.34493446,460.354198596
48,67.5343719093,,0.898305236736,0.251503081734,52.5844155844,0.837077903118,,510987644,11.0,598.404943765,674.083742327,dendrite-only,39,86,4193,8,47,162.8581,718.303422546,346.470379498,0.1144,0.1144,0.28,123.460172175,488695444,4892.38725236,3870.20766102,291.399098602
49,81.8330579018,,0.882848855183,0.548866404761,81.0277777778,1.0,,563819082,9.0,610.853424488,699.524542326,full,18,41,3001,5,23,136.6137,822.482416012,365.167149,0.1144,0.1144,0.28,280.526000659,527952884,3805.4134882,6544.0416422,924.634884796
50,87.2314681089,,0.914040710098,0.335614035534,62.4,1.07264663744,,496722847,3.0,217.823970716,232.938552232,dendrite-only,10,25,1360,5,15,106.4664,306.29559255,257.187168051,0.1144,0.1144,0.28,232.554053803,321023397,1593.70537791,1680.93041985,166.802395305
51,77.7853554431,,0.876413373331,0.383735280914,68.2222222222,0.852120178459,,541532394,4.0,342.217131764,370.790644317,dendrite-only,9,26,1413,8,17,75.04,384.588041689,322.216903094,0.1144,0.1144,0.28,436.781980264,515464483,1657.34603257,1986.02484781,252.776012058
52,70.6136901015,,0.924610944457,0.439679792762,53.3823529412,0.882944233914,,491459171,6.0,346.003240593,377.118073486,dendrite-only,17,39,1947,5,22,70.56,429.56158256,271.753540218,0.1144,0.1144,0.28,290.085763487,386049446,2268.08172534,3133.71153328,403.245425876
53,84.2972511873,,0.867349454184,0.256632667112,69.2168674699,0.893952310575,,582653938,16.0,557.776784386,606.346433847,full,42,89,5807,5,47,112.644,622.569408252,423.09131598,0.1144,0.1144,0.28,73.4462648993,531526539,6772.966646,5473.27343119,386.292866612
54,81.5781938225,,0.802498939043,1.03374518543,67.1,1.0,,614429732,12.0,475.663691523,578.45173295,full,20,43,3235,3,23,146.5753,720.005845042,518.922373155,0.1144,0.1144,0.28,918.551337152,596052605,4006.24393751,12930.5641794,4322.98422139
55,88.9142481064,,0.914705384442,0.471660961621,103.348837209,0.997503324173,,566350716,4.0,420.95998181,480.909075989,full,22,50,4505,6,28,112.7241,629.279190131,365.156273451,0.1144,0.1144,0.28,500.132597441,529807751,5225.5057807,7740.96630162,932.149251248
56,65.2346390833,,0.871300741927,0.884815024167,132.057142857,0.947751724862,,614429598,5.0,468.457382649,498.060339164,full,18,42,4694,6,24,144.48,842.601145535,637.283998493,0.1144,0.1144,0.28,613.636535935,526734407,6040.45164005,17755.6919393,4699.28749459
57,82.140924824,,0.919327857847,0.279352693869,41.2739726027,0.861676895755,,491771435,11.0,553.110014062,599.093866549,dendrite-only,37,85,3438,11,48,109.172,659.103581682,289.640508745,0.1144,0.1144,0.28,434.308087516,478888052,4095.3986499,3591.49569887,267.298722804
58,63.8604635129,,0.890067933263,0.281599198716,62.6315789474,0.906252173792,,501276725,3.0,219.227015294,229.725501592,full,19,45,2460,7,26,73.0374,380.961491281,285.04523366,0.1144,0.1144,0.28,349.937222125,469992918,2884.50714224,2546.68141198,198.85642775
59,69.9746735639,,0.91092584329,0.280929259892,40.6304347826,0.932479902017,,491119369,4.0,182.756118049,222.121739549,full,23,54,2248,8,31,58.2484,246.714183386,268.285524302,0.1144,0.1144,0.28,297.373238445,476686112,2552.11509475,2261.86965806,168.589687524
60,72.1202045227,,0.879718263377,0.321162578545,41.45,0.910252952787,,491119419,5.0,265.22226198,298.720088843,full,20,43,1787,3,23,98.8344,417.890619952,193.590562531,0.1144,0.1144,0.28,252.423672323,327962063,2066.36972923,2085.78986131,180.44641369
61,73.9782209635,,0.908432763382,0.420585069939,44.3222222222,0.835762573549,,496085294,16.0,701.839454543,861.83093093,dendrite-only,45,99,4217,9,54,141.1948,730.158671719,449.469417196,0.1144,0.1144,0.28,682.433600613,487664663,5095.14257268,6741.31030319,834.199714256
62,80.1217649528,,0.89757191,0.227275251084,43.4666666667,0.845115200725,,491770902,14.0,544.191187814,651.827430113,dendrite-only,38,80,3295,4,42,127.0847,676.628705921,314.164666591,0.1144,0.1144,0.28,378.029904742,478497530,3957.71845504,2826.11981869,167.34405734
63,67.3773858032,,0.887278156969,0.537818277451,73.1923076923,0.830941438535,,492413499,5.0,652.241329612,685.190435449,dendrite-only,13,33,2164,7,20,145.1761,775.231891808,298.105562362,0.1144,0.1144,0.28,330.621337297,475744706,2706.98445452,4562.12158369,700.005104017
64,62.0214930962,,0.905298393934,0.317247412917,75.8,0.964713713262,,491119982,4.0,345.39082172,384.935435281,dendrite-only,15,34,2332,4,19,97.16,389.63698016,392.681919599,0.1144,0.1144,0.28,529.46558306,475549334,2721.43071887,2712.66344767,232.620981787
65,77.8984080573,,0.888712584348,0.459434232843,47.7777777778,0.866074888646,,519262087,15.0,769.010769211,802.595812739,dendrite-only,27,61,2980,7,34,78.645,898.115066126,233.616205953,0.1144,0.1144,0.28,152.498702082,503286448,3451.57371324,4974.70086565,658.737901964
66,68.7400757301,,0.886851224158,0.827986087891,78.078125,1.00103548023,,595952514,14.0,1368.98181264,1493.37312305,full,32,71,5143,7,39,166.0871,1513.13200866,573.097461914,0.1144,0.1144,0.28,881.834479362,528614014,6576.66979899,17369.6598806,4032.1988707
67,74.5875410471,,0.914961181861,0.278675125309,42.6853932584,0.893874031776,,491771446,9.0,497.648623523,521.353024362,dendrite-only,45,101,3959,11,56,81.5942,615.61214661,322.114402405,0.1144,0.1144,0.28,410.817692628,480114344,4664.66208521,4078.01853355,308.800517399
68,70.2265420657,,0.899668797185,0.355141438456,74.1176470588,0.945157504841,,572836836,14.0,540.620963427,636.639202321,full,68,144,10255,8,76,144.0522,778.273891511,470.059820738,0.1144,0.1144,0.28,352.914843734,548473051,11838.0990341,13200.3399369,1348.78601276
69,79.9704058644,,0.916528504728,0.569298140851,70.2461538462,0.967693666212,,603515571,7.0,444.976575275,480.189191063,full,33,71,4632,5,38,80.6243,572.448660055,495.502917681,0.1144,0.1144,0.28,719.807277882,571500474,5347.11013855,9562.70031757,1542.84936861
70,68.4599090463,,0.889766585082,0.25964865946,28.2631578947,1.08519379612,,491120305,6.0,107.897533068,128.517407536,dendrite-only,29,65,1729,7,36,44.52,170.658637316,140.612366827,0.1144,0.1144,0.28,358.755159133,469753383,1825.64632078,1499.85829486,108.114603749
71,78.315793077,,0.90345384544,0.164670723983,27.1363636364,0.93171429671,,500912127,4.0,162.450057735,181.858198305,full,11,26,697,4,15,68.8355,207.248113793,277.128082759,0.1144,0.1144,0.28,98.9448629115,475202388,835.836758081,432.642603386,15.4064559909
72,77.5366780668,,0.863104126486,0.417928653365,73.6666666667,0.926632929891,,537042261,6.0,373.630444207,436.958951909,dendrite-only,21,46,3137,4,25,65.4696,425.897625283,381.015114004,0.1144,0.1144,0.28,287.118122851,515771244,3589.33906196,4704.91040712,582.285423274
73,82.7277810974,,0.864267432568,0.345091864655,20.7230769231,0.96451032039,,491119743,6.0,99.7797241768,126.593790172,dendrite-only,33,73,1470,7,40,51.4886,140.506828743,136.26752165,0.1144,0.1144,0.28,435.740269601,478107198,1666.08292559,1803.87564422,167.343085623
74,82.0826596352,,0.868983954804,0.304700599949,40.0384615385,0.836523052048,,541514700,16.0,478.841666225,513.54498512,dendrite-only,26,58,2368,6,32,127.5355,527.838687051,192.557633653,0.1144,0.1144,0.28,228.583362113,488687894,2774.42214075,2660.97315886,228.996722768
75,73.747686795,,0.9109417216,0.373419073431,40.0294117647,0.75793864175,,543103327,5.0,219.271145773,232.943653005,full,17,41,1529,7,24,72.0393,302.082890114,242.911356713,0.1144,0.1144,0.28,226.296694046,509515969,1800.84840879,2119.60069311,227.348440829
76,75.5948457207,,0.881391362584,0.39269996943,45.2368421053,0.917135218916,,543105241,6.0,390.625376915,412.849153039,dendrite-only,19,46,1886,8,27,71.68,434.521814275,231.013889471,0.1144,0.1144,0.28,204.885760933,521938313,2177.32054275,2672.58150402,294.17294171
77,73.0570387725,,0.79471434792,0.783455448794,137.903225806,0.921145451419,,599474744,15.0,1571.73136084,1695.70902201,full,31,67,8878,5,36,99.2183,1988.7178961,542.515299993,0.1144,0.1144,0.28,353.840190248,529863215,10432.2815601,25709.9953335,5968.4335928
78,74.0781834302,,0.89904273544,0.336623457254,37.6,0.877853350584,,491770970,6.0,415.542767758,441.794912611,dendrite-only,21,46,1575,4,25,48.9418,460.129960458,188.095910328,0.1144,0.1144,0.28,196.884004363,480087928,1859.46541608,1967.24701426,177.786110181
79,53.0635659053,,0.892006288162,0.469817874137,82.8,0.942613933926,,491458442,4.0,381.075745798,426.999699006,dendrite-only,18,43,3470,7,25,119.4779,533.115411367,422.150086267,0.1144,0.1144,0.28,664.933339685,324466858,4054.91937928,5988.30057216,773.439485118
80,81.6556093259,,0.892109769914,0.265581221981,40.0793650794,0.793115133722,,491770179,7.0,494.395036764,532.416836089,dendrite-only,32,73,2762,9,41,162.6198,577.683687926,222.973947647,0.1144,0.1144,0.28,183.401178988,324521027,3156.82535021,2642.56971014,182.960097686
81,76.4634455066,,0.922203783015,0.243702634573,44.99,0.863489048221,,491392810,18.0,638.971852027,780.069262121,dendrite-only,50,110,4774,10,60,180.32,762.294553922,376.029471581,0.1144,0.1144,0.28,239.260028112,479770916,6129.62953497,4612.89962711,339.454915517
82,80.0074326569,,0.910069910351,0.351186840123,39.7291666667,0.886280042989,,491771105,6.0,295.41797491,346.511929761,dendrite-only,24,53,1955,5,29,69.1037,363.551964383,211.144620728,0.1144,0.1144,0.28,326.296228689,397353539,2243.44015809,2481.08703187,238.70004695
83,62.7179979729,,0.907856251168,0.356850959158,31.16,0.912428164039,,495337183,6.0,279.905033775,291.72532355,dendrite-only,25,56,1703,6,31,124.5283,360.313565947,222.961450995,0.1144,0.1144,0.28,143.125008699,476087653,1966.76847043,2214.84023077,225.755944144
84,89.1975686168,,0.873544121364,0.379988149606,44.5306122449,0.817128111324,,491771090,7.0,431.375146366,477.892401009,dendrite-only,25,59,2539,9,34,122.0114,533.37820336,218.099293787,0.1144,0.1144,0.28,557.674310511,382982932,2869.03420874,3418.82545731,359.194832433
85,77.0114763764,,0.908114127189,0.19828647989,42.0652173913,0.80284125837,,496001039,9.0,352.299973561,394.455737925,dendrite-only,23,52,2021,6,29,82.6908,468.029849485,205.077061249,0.1144,0.1144,0.28,49.6053333159,485836906,2414.89982637,1508.2727002,78.8358547369
86,63.2626155121,,0.886268806941,0.453907093488,51.0882352941,0.873589897007,,500961631,5.0,227.27846759,268.575862193,full,17,40,1789,6,23,50.4932,391.215024127,236.312058283,0.1144,0.1144,0.28,373.158149568,488501071,2064.32739368,2949.87461435,379.82433811
87,69.4243114922,,0.916893550328,0.346849848498,38.4444444444,0.835153687399,,512328534,15.0,520.834209932,626.219218778,dendrite-only,50,108,3890,8,58,149.7527,607.054125447,331.549243904,0.1144,0.1144,0.28,212.027219389,486132712,4650.55748669,5072.49840475,512.718888053
88,76.3378695375,,0.839332973528,0.477293389831,109.5,0.934313566737,,605485079,10.0,873.617933043,955.511358548,full,25,55,5513,5,30,128.3081,1217.38391179,489.802072015,0.1144,0.1144,0.28,378.352712877,567731428,6551.92246819,10049.6063895,1428.10067474
89,63.759346677,,0.877190677399,0.225525507207,35.724137931,0.909712476649,,557344979,6.0,415.908919432,429.73459498,dendrite-only,29,65,2216,7,36,79.6846,480.584738046,192.40123993,0.1144,0.1144,0.28,106.206033132,476126528,2657.45716865,1881.59622843,109.606020562
90,66.7447342757,,0.925482629099,0.101454957493,38.9,0.839476820617,,491771339,4.0,335.222457474,360.246099759,dendrite-only,10,23,832,3,13,74.6317,377.860070512,150.588861185,0.1144,0.1144,0.28,35.6013034403,475586130,970.15677006,309.421559819,6.67128596253
91,70.199467441,,0.902008112767,0.323490914245,41.4791666667,0.906530978626,,492100683,5.0,337.609252936,338.105089358,dendrite-only,24,53,2117,5,29,97.053,390.889241612,276.09817821,0.1144,0.1144,0.28,392.597304063,422738880,2520.25099213,2562.13736775,217.302118811
92,72.5389615777,,0.903339416735,0.368952055881,37.4761904762,0.923934651895,,491771398,9.0,430.047376479,491.502177115,dendrite-only,22,52,1791,8,30,54.6087,478.434335544,281.419526228,0.1144,0.1144,0.28,342.554244576,477135941,2086.25903597,2428.43953095,248.18478976
93,73.4021542228,,0.889292411175,0.215519264741,39.5185185185,0.903473113669,,491770168,7.0,363.176650723,385.244480939,dendrite-only,27,60,2187,6,33,150.0544,410.51420641,228.828311139,0.1144,0.1144,0.28,237.526900334,324025371,2548.75912421,1723.95430933,97.326093189
94,91.9679004869,,0.908418344573,0.322776682329,55.7368421053,0.935689881078,,491120029,2.0,172.527740892,185.39393884,dendrite-only,10,27,1425,7,17,71.3384,329.361254893,231.841979442,0.1144,0.1144,0.28,368.92698514,336676216,1657.69313291,1676.83865134,150.01196973
95,61.2331707255,,0.897205405796,0.242315492946,39.5909090909,0.954658520382,,491119394,5.0,292.113326055,299.153903972,full,11,31,1456,9,20,76.0357,370.294563092,252.004985438,0.1144,0.1144,0.28,270.368006232,473543792,1650.18896353,1260.448951,83.9612103668
96,75.9716578732,,0.922705868335,0.342586271154,40.9111111111,0.806499196931,,512328420,12.0,456.764109673,517.42549217,dendrite-only,45,98,3773,8,53,49.8007,609.115495832,238.102451713,0.1144,0.1144,0.28,376.275831199,476135066,4343.34121849,4704.76819474,486.610135088
97,68.9101601685,,0.89042756097,0.329514266204,42.0277777778,0.855504322544,,492101048,5.0,213.423346047,228.680262235,dendrite-only,18,43,1691,7,25,48.4501,299.956479385,283.846860888,0.1144,0.1144,0.28,452.458252634,483111429,1945.95282806,2017.08928268,177.950085015
98,69.4303773675,,0.911421968616,0.294111955142,44.3461538462,0.890534845109,,491771365,7.0,362.070775003,377.787699919,dendrite-only,26,59,2419,7,33,77.0247,483.317691118,231.54152422,0.1144,0.1144,0.28,290.032415072,476455864,2800.22354224,2587.98890673,202.665686288
99,63.2208628252,,0.839742718288,0.52774045798,63.6697247706,0.97983547626,,606834575,14.0,588.083169686,703.236811578,full,55,116,6988,6,61,146.062,839.837918548,458.84061819,0.1144,0.1144,0.28,573.486754479,527941296,9048.55164058,15331.1417436,2349.27892376
100,83.7040909809,,0.865585972431,0.697251894721,51.1607142857,0.825492119098,,492413307,18.0,730.826285829,803.439199797,dendrite-only,28,63,3142,7,35,115.9527,796.867901369,223.57840345,0.1144,0.1144,0.28,448.900812046,466632464,3548.59096044,7800.46235007,1523.46608364
