,average_bifurcation_angle_local,average_bifurcation_angle_remote,average_contraction,average_diameter,average_fragmentation,average_parent_daughter_ratio,hausdorff_dimension,id,max_branch_order,max_euclidean_distance,max_path_distance,neuron_reconstruction_type,number_bifurcations,number_branches,number_nodes,number_stems,number_tips,overall_depth,overall_height,overall_width,scale_factor_x,scale_factor_y,scale_factor_z,soma_surface,specimen_id,total_length,total_surface,total_volume
313,87.2626649215,,0.864566604454,0.0566024120092,48.6176470588,0.875392576554,,496001028,15.0,618.306114699,811.904390932,dendrite-only,51,108,5178,6,57,179.1658,725.342880151,377.784331071,0.1144,0.1144,0.28,6.12163930011,480003970,6193.0010827,1099.80423127,17.4281289738
314,77.4970327762,,0.875972324123,0.258836167205,42.7826086957,0.838377300893,,491392856,6.0,308.386145073,350.73461638,dendrite-only,23,54,2158,8,31,86.5336,368.699913626,240.519435525,0.1144,0.1144,0.28,144.76832549,476216637,2496.73085985,2032.81239831,147.515364802
315,75.4152416129,,0.848305884804,0.458667208281,80.4,0.871163207627,,491119732,5.0,264.61144974,316.574855111,dendrite-only,20,47,3404,7,27,105.9572,413.352931935,350.228861917,0.1144,0.1144,0.28,1098.61589988,469801569,3562.77172043,5193.04866516,686.785564563
316,77.6050559119,,0.881926058859,0.121843334514,38.5106382979,0.786870653487,,496123859,15.0,580.996728883,740.252815201,dendrite-only,47,101,3845,7,54,167.4033,646.75967989,408.689662973,0.1144,0.1144,0.28,25.95544005,485835016,4543.71853754,1753.07438084,57.073083442
317,71.4493111546,,0.845840074924,0.650243795401,58.6481481481,0.783953800986,,501146939,10.0,444.852986765,609.706041323,dendrite-only,27,64,3661,10,37,103.8509,579.505473784,354.068185211,0.1144,0.1144,0.28,474.718913209,325941643,4229.43625998,8664.61299136,1602.93600883
318,76.2457632092,,0.899900203876,0.182834837173,41.593220339,0.88666186733,,491770934,8.0,391.890547492,415.858442443,dendrite-only,30,66,2597,6,36,138.8332,408.903544515,301.60179904,0.1144,0.1144,0.28,118.853892046,478892782,3020.36799336,1730.87741847,79.852547261
319,70.3960278334,,0.907082639477,0.147489181643,31.7313432836,0.882636954524,,513557093,4.0,156.915589606,163.146268937,full,34,77,2249,9,43,73.08,257.934584974,233.64474305,0.1144,0.1144,0.28,65.6380515939,341442651,2661.14652674,1231.27022376,47.5968571991
320,64.5153905898,,0.854380192591,0.397916115206,59.6896551724,0.847030652116,,514342367,12.0,394.961801617,454.683937767,dendrite-only,29,63,3511,5,34,127.2477,529.375238212,334.916811346,0.1144,0.1144,0.28,220.312769022,501845630,4138.75038708,5166.90003557,574.351472552
321,75.9700935752,,0.871426016323,0.483127090165,59.8333333333,0.759576658554,,541533044,11.0,390.829485653,626.373274725,dendrite-only,27,58,3265,4,31,147.2313,479.263818398,539.545105069,0.1144,0.1144,0.28,288.820653476,512322162,3833.96294027,5790.69314088,859.523469667
322,69.688215839,,0.890830812861,0.384915913559,37.875,0.837657988583,,491392788,8.0,422.170626148,435.525227757,dendrite-only,28,60,2141,4,32,57.96,492.715004683,247.031739458,0.1144,0.1144,0.28,278.261528645,314804042,2446.57642607,3000.00040215,338.776587967
323,68.9890182793,,0.884500534818,0.534195627562,61.5394736842,0.881200132448,,519261845,10.0,434.024373295,567.270905555,dendrite-only,38,81,4706,5,43,63.84,596.539833965,430.341269895,0.1144,0.1144,0.28,359.235921026,501956013,5370.46030145,9011.25852578,1386.2176932
324,72.1772870429,,0.897780406358,0.414032622483,42.2666666667,0.822613595257,,491119181,4.0,212.448082326,249.521470888,dendrite-only,16,35,1292,3,19,89.0718,284.641670178,239.492609937,0.1144,0.1144,0.28,383.828301751,464198958,1543.94101002,2008.83802538,237.466517041
325,69.9658584062,,0.880965527144,0.450929149483,70.2941176471,0.841021968074,,527110368,9.0,356.044851207,444.437914423,dendrite-only,17,37,2545,3,20,111.7015,471.294286889,450.764339651,0.1144,0.1144,0.28,371.491083677,509881736,2918.53037744,4148.95958029,568.267176799
326,74.5082830292,,0.875220350406,0.107404195773,39.2045454545,0.872868681618,,491771193,19.0,586.893436516,703.487936102,dendrite-only,66,145,5516,13,79,167.72,691.147347903,269.573106705,0.1144,0.1144,0.28,49.7237895693,471767045,6519.4215172,2195.9253827,58.6881031001
327,91.9569229288,,0.901796380947,0.104699605727,52.7352941176,0.944585921139,,491119949,4.0,201.989906231,215.300345082,dendrite-only,17,41,1857,7,24,63.9444,233.266688833,311.572725891,0.1144,0.1144,0.28,36.037413978,323535089,2098.42755744,688.0796519,18.422007875
328,73.3280441034,,0.872942581221,0.294941673715,50.9482758621,0.862721901531,,505203940,9.0,586.107352083,653.891487666,dendrite-only,29,64,3042,6,35,140.7359,755.460218736,291.264625201,0.1144,0.1144,0.28,80.3719265678,488697163,3649.54781133,3382.77165544,275.342980948
329,79.6283629431,,0.927180077293,0.265055147402,48.1612903226,0.847890597474,,491119916,3.0,191.648747583,210.400967333,dendrite-only,16,39,1595,7,23,45.5468,355.005832643,184.943097585,0.1144,0.1144,0.28,308.318974455,475888653,1811.44637166,1514.99030169,111.840162961
330,70.9698276351,,0.917775537862,0.285402485336,52.2142857143,0.975878024771,,496079434,4.0,228.843100896,258.9426383,dendrite-only,14,33,1498,5,19,67.7418,336.233317828,196.149051904,0.1144,0.1144,0.28,263.227737192,484742372,1765.51825108,1582.85813846,123.279419922
331,68.2033128387,,0.894277601696,0.145787650395,40.95,1.01048609072,,491119688,3.0,169.672875356,184.315965661,dendrite-only,10,25,888,5,15,43.0688,235.861005013,141.499080579,0.1144,0.1144,0.28,107.832835522,478793814,1025.35343581,469.552048997,18.281305226
332,68.7668605638,,0.84837957309,0.550346702388,92.7142857143,1.0,,604147043,3.0,266.485184045,306.830665179,full,14,34,2949,6,20,119.8297,400.833556964,384.384655488,0.1144,0.1144,0.28,313.89112379,569825715,3491.3452397,6036.33838919,841.237745435
333,78.6564524029,,0.894350308553,0.329413276404,92.380952381,0.902256285154,,491771290,4.0,328.15752683,380.228445629,full,21,49,4069,7,28,59.8139,518.3531817,451.535178781,0.1144,0.1144,0.28,197.485497282,475057898,4699.19597086,4874.63082953,449.896122291
334,68.3293486993,,0.906797070021,0.561654617161,42.6274509804,0.857036963274,,491458287,7.0,451.56938932,513.215567237,dendrite-only,26,62,2468,10,36,91.8644,482.319753946,236.003976245,0.1144,0.1144,0.28,453.472190298,324025297,2852.86898023,5069.82767803,797.069025434
335,79.8035744865,,0.880605958032,0.465207328876,70.630952381,0.998917366699,,563819062,10.0,454.460691176,528.440412625,full,42,88,5979,4,46,90.3739,434.659708409,577.389050086,0.1144,0.1144,0.28,523.13339395,526785799,6753.50763596,9874.96413253,1273.99970339
336,70.4364165547,,0.882778176552,0.264675534839,47.2083333333,0.969162776313,,491771001,9.0,447.114269809,477.815150259,dendrite-only,24,56,2556,8,32,100.2408,500.86859149,225.45125216,0.1144,0.1144,0.28,132.429287516,329550137,2946.8588658,2452.56150242,173.26296331
337,82.2764597843,,0.911586975119,0.335421655535,44.1944444444,0.936520433575,,491770152,6.0,411.174614473,453.955505772,dendrite-only,18,41,1698,5,23,103.3343,475.947465394,230.710140904,0.1144,0.1144,0.28,493.623463106,314900022,1986.67230294,2091.85918805,196.384592125
338,76.5390631564,,0.845590287863,0.581387375117,78.9761904762,0.931775238272,,571972129,10.0,491.947966741,564.673423709,full,42,91,6699,7,49,176.12,640.921689834,471.57936061,0.1144,0.1144,0.28,661.166640299,531517732,7893.85208077,14414.6922545,2383.67480131
339,72.7563846152,,0.89054379194,0.0904208501179,41.2631578947,0.88340198571,,537041922,10.0,206.378928494,301.177041656,dendrite-only,38,86,3306,10,48,119.0,248.969133514,282.145526615,0.1144,0.1144,0.28,10.2919916461,513531471,3861.83574987,1094.18349831,24.2876625128
340,79.8563061913,,0.918584897285,0.421504287079,41.6666666667,0.81454134818,,537042147,21.0,675.317928408,847.205246643,dendrite-only,55,118,4672,8,63,156.2025,770.74987966,424.460864084,0.1144,0.1144,0.28,546.765913315,515249852,5596.75124134,7410.51481204,953.754880671
341,71.2475354257,,0.894045762673,0.193581700191,253.7,0.999274309972,,563181391,3.0,497.356189191,564.89735867,full,5,16,3082,6,11,125.6142,847.514192553,827.752238864,0.1144,0.1144,0.28,87.7420306958,539640410,3557.56668461,2162.40000253,105.264769623
342,75.239505945,,0.683044975826,0.390437091148,37.4210526316,1.0,,608104611,6.0,168.266185094,252.797327084,full,19,42,1489,4,23,74.3968,119.512262746,269.717514459,0.1144,0.1144,0.28,308.571137455,595999306,1745.33038707,2139.91825145,208.380540757
343,65.6195187434,,0.892852972846,0.317526765337,65.1470588235,0.838008170986,,508279002,8.0,333.941518539,405.331603984,dendrite-only,17,39,2272,5,22,84.6572,471.660399876,331.718289666,0.1144,0.1144,0.28,128.87314377,485911892,2620.28626727,2618.55973102,244.499627032
344,74.2795858703,,0.884253792993,0.433856593707,46.7708333333,0.908744482942,,510988665,6.0,431.227583795,484.618925928,dendrite-only,24,54,2329,6,30,72.8,518.60703329,260.253480662,0.1144,0.1144,0.28,281.168516835,485931158,2636.3444182,3593.08914718,457.77058663
345,76.0551226473,,0.907801136738,0.324342058285,38.9692307692,0.857044059553,,491771354,9.0,479.455531671,504.774911466,dendrite-only,33,76,2740,10,43,137.2,569.308508128,301.5132479,0.1144,0.1144,0.28,318.17656284,476054887,3316.97073089,3368.49614253,294.306460306
346,65.8086809532,,0.89129856489,0.20858579177,72.9166666667,0.83109344303,,508278915,5.0,252.585783613,285.606280693,dendrite-only,18,41,2704,5,23,82.7431,346.206630686,312.005750145,0.1144,0.1144,0.28,64.8987820531,473593847,3098.30097338,2032.79963723,120.695330505
347,68.6921311923,,0.905685842926,0.398383996168,40.6333333333,0.817949589887,,508278755,9.0,368.998297949,473.124290765,dendrite-only,30,67,2520,7,37,113.5817,431.695249421,285.666405972,0.1144,0.1144,0.28,235.797969043,476823462,3006.36471772,3748.79234122,442.742199193
348,82.7650522219,,0.868106376753,0.415162446707,45.0192307692,0.789139677661,,519264347,11.0,476.927145579,504.563460003,dendrite-only,26,59,2425,7,33,54.2461,505.456481205,246.840798247,0.1144,0.1144,0.28,235.163036947,502999078,2749.27432991,3600.2976151,430.170589158
349,72.2461588804,,0.900143435276,0.232946694405,45.6666666667,0.917057820779,,491120373,5.0,316.347128601,361.254220155,full,12,28,1138,4,16,58.8211,199.453400995,349.610692763,0.1144,0.1144,0.28,205.139316642,474626527,1328.52723076,971.721999016,60.6212259274
350,69.5198650887,,0.911707886839,0.32317136713,54.8529411765,0.899862295792,,491119894,4.0,292.722662395,323.454231245,dendrite-only,17,39,1981,5,22,47.3267,380.549923742,278.850529884,0.1144,0.1144,0.28,633.436652691,476104386,2215.85160216,2253.11719728,191.814567435
351,71.5707148573,,0.860006113365,0.872936160544,65.9615384615,1.0,,605485535,7.0,294.703387199,362.277436003,full,13,30,1923,4,17,98.28,331.939931718,335.354296202,0.1144,0.1144,0.28,180.347470615,571464200,2449.68301047,6707.38424546,1512.18585153
352,70.8054470729,,0.859338381997,0.41539233847,68.5,0.888000676834,,491771227,4.0,411.397344596,518.925506136,dendrite-only,15,34,2249,4,19,68.6938,660.362866898,208.932385842,0.1144,0.1144,0.28,261.935823868,474660482,2416.35506765,3170.40376514,375.589937246
353,71.8583644776,,0.935480354949,0.185020846562,41.5869565217,0.823549480663,,513557613,6.0,244.535000352,293.124419856,full,23,50,2013,4,27,74.382,374.241806832,282.80472395,0.1144,0.1144,0.28,36.9601136786,333785962,2391.50398855,1387.2421859,71.3488752525
354,68.4995017992,,0.934072055818,0.614137553522,61.1724137931,0.892368286049,,580259680,13.0,474.631941872,494.004350143,full,44,94,5370,6,50,148.0957,819.531566045,391.393463998,0.1144,0.1144,0.28,1997.53430391,548459652,6533.38563437,13173.2709657,2962.05005993
355,64.6650355427,,0.913787602705,0.273819024022,25.8,0.93597257628,,492100857,4.0,146.944168189,154.150213716,full,20,47,1143,7,27,26.4547,172.063445223,173.388250158,0.1144,0.1144,0.28,325.196179479,475585413,1293.36501163,1114.98770685,78.070022702
356,70.4743115058,,0.878749981795,0.295131105069,36.4303797468,0.928439277511,,491771068,7.0,374.345238792,404.569461272,dendrite-only,40,88,2983,8,48,137.76,446.792563631,223.750853642,0.1144,0.1144,0.28,242.863896067,395830185,3582.61312039,3324.41555497,247.264217679
357,79.5769202935,,0.897259886172,0.18442392557,43.512195122,0.871803099003,,495334973,6.0,324.085195789,336.387762441,dendrite-only,21,46,1853,4,25,120.0939,382.916115321,236.147636192,0.1144,0.1144,0.28,167.24690679,321906005,2244.81055059,1296.75396724,66.6585788842
358,66.7312087625,,0.873577125516,0.276559545304,43.4210526316,0.896965490324,,491770140,9.0,420.596408305,479.749638817,dendrite-only,19,46,1839,8,27,109.4867,509.921678876,257.699404254,0.1144,0.1144,0.28,192.161417865,314642645,2131.98059415,1849.55581551,142.208846006
359,58.438065646,,0.911795716895,0.302251426448,50.1730769231,0.897730897875,,491770945,8.0,471.043205874,501.89867642,dendrite-only,26,61,2780,9,35,132.5878,563.931720416,299.688035768,0.1144,0.1144,0.28,409.258505162,479179020,3173.97020334,3018.2332301,241.856753528
360,78.0225150411,,0.906501645171,0.333153333573,45.1458333333,0.80871241399,,491459182,7.0,502.134625374,576.199808126,dendrite-only,24,58,2333,10,34,98.0067,594.840197188,285.251766156,0.1144,0.1144,0.28,529.661300731,484564503,2759.79605769,2881.1959747,268.141333929
361,54.3414923878,,0.948915206493,0.36951190311,67.2727272727,1.01934787486,,500961547,3.0,251.542889387,268.237769544,dendrite-only,11,28,1564,6,17,72.389,297.515101301,289.397202027,0.1144,0.1144,0.28,763.096863614,487176969,1854.2516544,2163.32557392,229.347975809
362,62.2938830068,,0.876720334352,0.648356150914,43.3529411765,0.883248879282,,492413272,8.0,507.620655659,583.881940106,dendrite-only,35,76,3004,6,41,72.3976,617.33300432,254.722210224,0.1144,0.1144,0.28,587.267053201,323865917,3472.92842443,7086.90374827,1324.53781989
363,69.3436720874,,0.863501835155,0.320001114269,64.5,0.940608560317,,491119812,5.0,185.649477709,226.329600708,dendrite-only,11,26,1487,4,15,94.2998,334.14869164,263.515741071,0.1144,0.1144,0.28,338.567783336,324266189,1683.62807816,1699.63873879,145.095156229
364,86.9856755415,,0.924947710015,0.379215396623,44.9333333333,0.732002811669,,496164013,4.0,240.065985506,260.506930626,dendrite-only,15,34,1408,4,19,71.9413,318.334579163,440.188739385,0.1144,0.1144,0.28,211.818575002,488674910,1654.33955085,1967.74858012,212.10715399
365,72.2380299757,,0.884016620903,0.415101259314,35.8225806452,0.86328593325,,496164023,14.0,408.713611313,457.692795537,dendrite-only,31,65,2251,3,34,78.307,498.802919583,178.768492978,0.1144,0.1144,0.28,162.836668089,488680211,2682.77069291,3505.93707326,413.155237608
366,63.1755476141,,0.87877327191,0.316090869063,29.1538461538,1.12236250671,,397905347,9.0,488.514987082,553.533744068,dendrite-only,39,86,2635,8,47,117.5429,585.602322084,287.122627644,0.1144,0.1144,0.28,268.777678582,313862022,3498.09003063,3523.60684108,306.290931113
367,77.9798415233,,0.922166539268,0.297147106626,53.0,0.87031240376,,491119604,4.0,239.345204705,273.174186401,dendrite-only,12,29,1334,5,17,55.1385,306.407492432,291.129371555,0.1144,0.1144,0.28,495.554417559,478828646,1538.96485865,1439.29435904,123.169847699
368,84.8478978798,,0.912242552183,0.316881802155,51.75,0.90518424558,,491119710,4.0,171.928464877,205.088164165,full,18,43,1983,7,25,76.8166,240.772521519,276.926876985,0.1144,0.1144,0.28,755.987171812,321708130,2341.7551694,2330.59075963,189.664439062
369,65.195462517,,0.920610374681,0.496643547829,32.5806451613,0.914261758063,,543141063,7.0,204.957286547,217.721133132,full,31,69,2320,7,38,42.7927,393.84662996,248.703309361,0.1144,0.1144,0.28,438.843611951,510715606,2637.83224024,4127.4205868,600.991291667
370,67.6619937176,,0.902506586857,0.757465596249,77.7227722772,0.942600763308,,591274508,14.0,1098.39788756,1185.50649755,full,51,110,7998,8,59,123.3089,1297.1619599,490.337148791,0.1144,0.1144,0.28,876.744360802,571691416,9336.91998214,22232.3948577,5100.3604659
371,73.2066234714,,0.83327638524,0.691121527409,84.7631578947,0.991038252728,,580259877,10.0,501.714425131,613.192017718,full,76,157,12921,5,81,172.4727,723.834774727,631.075665319,0.1144,0.1144,0.28,647.687677014,531517778,15985.8492231,35761.0151896,7221.22421036
372,62.1629589443,,0.930363522562,0.463827625252,59.4864864865,0.858555216507,,501934125,5.0,247.737791453,254.998821247,full,19,43,2268,5,24,56.3931,383.192038995,327.02936526,0.1144,0.1144,0.28,359.47441179,313862167,2644.87834709,3874.848326,510.446754882
373,80.6085297375,,0.873019809124,0.630894460113,66.5918367347,1.0,,559391771,10.0,504.253733142,565.094193358,full,49,105,6673,7,56,122.5972,693.108034978,616.219547745,0.1144,0.1144,0.28,492.022912703,519832676,8265.07437208,16345.6415778,2799.82609899
374,82.0518850444,,0.921863502682,0.331268224217,49.52,0.908839230818,,491119234,3.0,273.842989022,319.441793898,full,13,32,1648,6,19,81.9012,461.280515252,275.146120013,0.1144,0.1144,0.28,551.788645368,471077857,2008.30243867,2097.68855013,188.431435172
375,65.3268138308,,0.926470859458,0.358126095279,40.4583333333,0.891683165235,,519263138,4.0,254.994837717,267.797879574,dendrite-only,12,29,1326,5,17,40.6,320.465644662,401.865312491,0.1144,0.1144,0.28,208.374739232,501798889,1546.48258476,1742.53025103,172.334275753
376,65.3967178181,,0.863691508572,0.378397991722,52.8461538462,0.866978414641,,491253858,6.0,412.74471067,427.477197321,dendrite-only,26,56,2776,4,30,74.9719,461.284895418,299.068854947,0.1144,0.1144,0.28,273.594897022,476457450,2927.04421244,3504.1633924,386.691987515
377,82.2877608676,,0.901049805374,0.313909070268,50.3214285714,0.92821676999,,491770223,7.0,208.704361616,225.923296562,full,28,62,2962,6,34,59.36,316.651487611,263.331599235,0.1144,0.1144,0.28,355.472201542,324493977,3198.39250768,3172.96261703,269.116284338
378,66.3484007969,,0.909142789385,0.406329250316,45.0350877193,0.924454179323,,496163976,7.0,418.449088951,442.04565539,dendrite-only,29,68,2740,10,39,118.419,538.611120064,266.008208835,0.1144,0.1144,0.28,223.410796515,486239338,3218.71171398,4120.04148863,484.357591995
379,80.3061958262,,0.860832092471,0.434087755248,93.6111111111,0.88243836983,,527109189,8.0,394.185014987,464.503025112,dendrite-only,18,39,3413,3,21,116.1154,498.258568795,669.518764584,0.1144,0.1144,0.28,798.792896374,512319604,3892.45163566,5302.59768527,695.249244458
380,81.8253507405,,0.928277615017,0.312097006206,40.6734693878,0.743717511571,,491392799,7.0,386.680542453,396.957780021,dendrite-only,25,57,2098,7,32,71.1867,456.476410493,236.683183295,0.1144,0.1144,0.28,113.460000342,476131588,2520.00338532,2460.28769569,221.263456462
381,68.274182633,,0.898188071283,0.332321465551,50.8333333333,0.862634741053,,492101025,4.0,199.075596218,204.879900647,dendrite-only,12,29,1308,5,17,41.748,279.48873035,227.901515682,0.1144,0.1144,0.28,390.26694456,482690728,1485.70166486,1554.33599032,135.548305016
382,54.5586419841,,0.913898715559,0.355791824667,40.5957446809,0.95775969612,,491253869,9.0,360.262807673,389.515274456,dendrite-only,24,53,1964,5,29,35.4288,474.623543751,171.992532268,0.1144,0.1144,0.28,224.939886011,480124551,2251.00166026,2520.88719977,280.859796207
383,93.9207325858,,0.749175460417,0.629534151576,179.0,0.988675496689,,603514493,2.0,432.453153273,536.548160733,full,4,12,1864,4,8,115.565,456.167484026,330.931475531,0.1144,0.1144,0.28,349.252268254,571525618,2189.86414415,4328.93075165,691.050776524
384,77.2637823589,,0.866453880517,0.496366107129,132.32,0.909956057231,,623320281,3.0,471.341628271,495.381851943,full,13,31,3472,5,18,38.8729,756.613517666,247.884508557,0.1144,0.1144,0.28,389.407011983,488418027,3952.38189397,6164.70518777,869.433802768
385,70.2237942784,,0.921478997796,0.350334034988,40.86,0.800252799507,,505203905,8.0,405.513581883,440.605055411,dendrite-only,25,61,2366,11,36,103.3947,530.630718388,263.711760687,0.1144,0.1144,0.28,203.313285461,488420599,2888.02209613,3166.97170292,323.722146377
386,79.4595943242,,0.817674203743,0.567060103907,49.6666666667,1.0,,610882075,5.0,262.336589789,307.537700492,full,33,74,3449,8,41,82.2679,284.162315716,330.444441842,0.1144,0.1144,0.28,579.863544636,576095991,4044.13520163,7199.44584528,1030.75588977
387,86.3496675608,,0.656120914229,0.457635173807,52.4166666667,0.95050183549,,485996843,15.0,650.637430525,957.710930057,dendrite-only,30,67,3271,7,37,87.0383,717.408342849,199.214266938,0.1144,0.1144,0.28,430.635071673,476049169,4158.81994885,5944.19600734,730.014704148
388,69.9613795887,,0.905474970861,0.429817281981,45.1875,0.858488953589,,491119754,4.0,337.481991713,348.462244424,dendrite-only,16,36,1509,4,20,69.16,425.908720317,234.227081887,0.1144,0.1144,0.28,333.029620043,318808427,1731.90737542,2348.49542693,276.851491488
389,68.1693929554,,0.898794883328,0.252220352577,37.4444444444,0.841836243219,,527110314,8.0,517.799896081,541.040238477,dendrite-only,27,63,2118,9,36,45.08,591.117691051,209.632169917,0.1144,0.1144,0.28,140.850771552,513800575,2417.67311659,1910.00585862,148.926663441
390,80.6210196922,,0.877508716395,0.406635259066,54.0555555556,0.875025590723,,491120166,6.0,377.844064803,390.798654907,dendrite-only,27,58,2943,4,31,99.6856,392.731101434,253.206727932,0.1144,0.1144,0.28,304.439175835,370351753,3018.96459145,3866.32388337,438.382607099
391,61.9407197175,,0.886638535172,0.373084809094,49.5833333333,1.01129511851,,491119617,4.0,172.577809538,195.958412692,dendrite-only,12,28,1229,4,16,38.92,249.418108463,223.020003822,0.1144,0.1144,0.28,200.335891928,318331342,1270.18556543,1498.37955597,151.250657023
392,71.2610682953,,0.886591302322,0.374944595986,59.0857142857,0.867387799531,,495334938,9.0,710.533066729,821.462783666,dendrite-only,36,78,4198,6,42,95.2,890.85764386,338.032531106,0.1144,0.1144,0.28,819.12198038,314822529,4340.96306395,5126.70618762,556.481195314
393,80.4395319306,,0.879795309061,0.519675118545,56.25,0.824379392041,,543107196,12.0,440.885091773,507.413345819,dendrite-only,24,54,2744,6,30,107.24,514.517043235,391.716603501,0.1144,0.1144,0.28,413.247987139,526573598,3256.90276183,5279.37808438,807.49210476
394,67.0563433569,,0.899223316268,0.66982607487,65.6111111111,0.91250014526,,570679763,18.0,478.827731425,717.463458481,full,37,79,4831,5,42,163.52,707.608570625,398.576603255,0.1144,0.1144,0.28,686.388967104,558211203,6084.7425516,13546.4749106,3125.88298343
395,70.5481459294,,0.885523655146,0.329790238198,44.9333333333,0.853641625478,,491392879,9.0,389.156538663,473.081971422,dendrite-only,30,70,2830,10,40,171.6296,492.738853059,276.904403642,0.1144,0.1144,0.28,356.937214045,485161419,3359.46089599,3480.2719737,304.696943533
396,74.557528098,,0.812010319064,0.463484675897,60.2631578947,0.825801554748,,543106390,7.0,294.110881966,382.523509885,dendrite-only,20,45,2337,5,25,108.8626,280.263030175,387.057637387,0.1144,0.1144,0.28,417.471135171,522301604,2891.0625175,4192.69393959,570.009902214
397,83.552964034,,0.894034204562,0.311784110913,42.7333333333,0.859745117353,,492413624,6.0,285.374657988,296.192322812,dendrite-only,15,34,1334,4,19,60.8235,377.83853012,163.329189988,0.1144,0.1144,0.28,52.7817231222,476086391,1615.09694021,1591.59034382,131.553254594
398,83.8491532947,,0.778596346082,0.470796056935,36.875,0.996097892196,,614429153,7.0,146.904395947,188.828374058,full,24,53,1806,5,29,119.1456,128.859231028,222.375095035,0.1144,0.1144,0.28,399.038183352,596036453,2232.93502333,3311.57455689,391.774375265
399,84.5429362103,,0.884538917249,0.345425975665,131.888888889,1.0,,569861856,3.0,379.871901063,427.384467677,full,9,23,2413,5,14,84.1532,625.630284884,371.012474349,0.1144,0.1144,0.28,752.512756838,528687520,2867.03055,3112.87921903,268.386524332
400,58.705595137,,0.94170204356,0.32325785474,39.6136363636,0.926101660527,,508278685,4.0,197.729299728,208.550322624,full,22,50,1835,6,28,56.1756,329.590706665,290.923486244,0.1144,0.1144,0.28,332.235096701,488677994,2151.1685531,2187.08067046,205.534270664
401,67.9985237974,,0.917771701567,0.46986081293,51.1369863014,0.898237136004,,538906871,19.0,610.121891269,658.867315311,full,73,156,7760,10,83,117.7462,874.697784957,487.705892718,0.1144,0.1144,0.28,1103.50698996,508417989,9017.13745065,13292.3169232,1911.87771713
